Data,Impressões (orgânicas),Impressões (patrocinadas),Impressões (total),Impressões únicas (orgânicas),Cliques (orgânicos),Cliques (patrocinados),Cliques (total),Reações (orgânicas),Reações (patrocinadas),Reações (total),Comentários (orgânicos),Comentários (patrocinados),Comentários (total),Compartilhamentos (orgânicos),Compartilhamentos (patrocinados),Compartilhamentos (total),Taxa de engajamento (orgânico),Taxa de engajamento (patrocinado),Taxa de engajamento (total)
03/15/2023,4515,0,4515,1677,90,0,90,112,0,112,189,0,189,2,0,2,0.08704318936877077,0.0,0.08704318936877077
03/16/2023,2823,0,2823,1118,44,0,44,15,0,15,-1,0,-1,0,0,0,0.020545518951470068,0.0,0.020545518951470068
03/17/2023,3026,0,3026,1326,38,0,38,34,0,34,57,0,57,1,0,1,0.04296100462656973,0.0,0.04296100462656973
03/18/2023,1565,0,1565,573,29,0,29,6,0,6,0,0,0,0,0,0,0.022364217252396165,0.0,0.022364217252396165
03/19/2023,1319,0,1319,524,21,0,21,5,0,5,0,0,0,0,0,0,0.019711902956785442,0.0,0.019711902956785442
03/20/2023,3160,0,3160,1762,86,0,86,31,0,31,-1,0,-1,0,0,0,0.03670886075949367,0.0,0.03670886075949367
03/21/2023,2053,0,2053,1020,57,0,57,19,0,19,0,0,0,1,0,1,0.03750608865075499,0.0,0.03750608865075499
03/22/2023,2915,0,2915,1528,33,0,33,15,0,15,0,0,0,0,0,0,0.01646655231560892,0.0,0.01646655231560892
03/23/2023,2684,0,2684,1492,30,0,30,113,0,113,184,0,184,1,0,1,0.12220566318926974,0.0,0.12220566318926974
03/24/2023,2359,0,2359,1108,27,0,27,12,0,12,0,0,0,0,0,0,0.016532428995337006,0.0,0.016532428995337006
03/25/2023,2785,0,2785,1224,43,0,43,27,0,27,44,0,44,1,0,1,0.04129263913824058,0.0,0.04129263913824058
03/26/2023,1438,0,1438,595,31,0,31,1,0,1,0,0,0,0,0,0,0.022253129346314324,0.0,0.022253129346314324
03/27/2023,2081,0,2081,962,23,0,23,50,0,50,63,0,63,0,0,0,0.06535319557904853,0.0,0.06535319557904853
03/28/2023,2532,0,2532,1159,34,0,34,62,0,62,135,0,135,1,0,1,0.09162717219589257,0.0,0.09162717219589257
03/29/2023,4281,0,4281,2286,71,0,71,89,0,89,163,0,163,2,0,2,0.07591684185937865,0.0,0.07591684185937865
03/30/2023,3528,0,3528,1721,53,0,53,72,0,72,107,0,107,4,0,4,0.06689342403628118,0.0,0.06689342403628118
03/31/2023,4258,0,4258,1736,81,0,81,66,0,66,133,0,133,1,0,1,0.06599342414279004,0.0,0.06599342414279004
04/01/2023,3008,0,3008,1267,79,0,79,21,0,21,1,0,1,0,0,0,0.03357712765957447,0.0,0.03357712765957447
04/02/2023,2094,0,2094,904,31,0,31,5,0,5,0,0,0,0,0,0,0.017191977077363897,0.0,0.017191977077363897
04/03/2023,4590,0,4590,1727,82,0,82,80,0,80,155,0,155,1,0,1,0.06928104575163399,0.0,0.06928104575163399
04/04/2023,3805,0,3805,1542,68,0,68,48,0,48,42,0,42,0,0,0,0.04152431011826544,0.0,0.04152431011826544
04/05/2023,2830,0,2830,1383,45,0,45,52,0,52,52,0,52,0,0,0,0.05265017667844523,0.0,0.05265017667844523
04/06/2023,2573,0,2573,1105,35,0,35,15,0,15,29,0,29,1,0,1,0.03109211037699184,0.0,0.03109211037699184
04/07/2023,1936,0,1936,792,16,0,16,2,0,2,0,0,0,0,0,0,0.009297520661157025,0.0,0.009297520661157025
04/08/2023,1431,0,1431,614,17,0,17,4,0,4,0,0,0,0,0,0,0.014675052410901468,0.0,0.014675052410901468
04/09/2023,987,0,987,410,15,0,15,1,0,1,-1,0,-1,0,0,0,0.015197568389057751,0.0,0.015197568389057751
04/10/2023,2537,0,2537,1280,19,0,19,49,0,49,73,0,73,1,0,1,0.05597162002364998,0.0,0.05597162002364998
04/11/2023,2700,0,2700,1262,27,0,27,50,0,50,52,0,52,0,0,0,0.04777777777777778,0.0,0.04777777777777778
04/12/2023,3607,0,3607,1451,39,0,39,50,0,50,85,0,85,1,0,1,0.04851677294150263,0.0,0.04851677294150263
04/13/2023,3207,0,3207,1401,40,0,40,28,0,28,31,0,31,0,0,0,0.03086997193638915,0.0,0.03086997193638915
04/14/2023,2964,0,2964,1140,53,0,53,42,0,42,39,0,39,0,0,0,0.04520917678812416,0.0,0.04520917678812416
04/15/2023,1959,0,1959,730,22,0,22,7,0,7,0,0,0,0,0,0,0.014803471158754467,0.0,0.014803471158754467
04/16/2023,1362,0,1362,565,15,0,15,2,0,2,0,0,0,0,0,0,0.012481644640234948,0.0,0.012481644640234948
04/17/2023,4098,0,4098,1267,37,0,37,43,0,43,35,0,35,-1,0,-1,0.027818448023426062,0.0,0.027818448023426062
04/18/2023,3559,0,3559,1376,49,0,49,35,0,35,61,0,61,1,0,1,0.04102275920202304,0.0,0.04102275920202304
04/19/2023,2774,0,2774,1287,28,0,28,46,0,46,1,0,1,-1,0,-1,0.026676279740447006,0.0,0.026676279740447006
04/20/2023,2853,0,2853,1061,27,0,27,42,0,42,51,0,51,2,0,2,0.04276200490711532,0.0,0.04276200490711532
04/21/2023,1498,0,1498,603,25,0,25,4,0,4,-1,0,-1,0,0,0,0.018691588785046728,0.0,0.018691588785046728
04/22/2023,1205,0,1205,539,24,0,24,4,0,4,0,0,0,0,0,0,0.023236514522821577,0.0,0.023236514522821577
04/23/2023,1255,0,1255,538,10,0,10,3,0,3,1,0,1,0,0,0,0.011155378486055778,0.0,0.011155378486055778
04/24/2023,1472,0,1472,559,17,0,17,13,0,13,1,0,1,0,0,0,0.021059782608695652,0.0,0.021059782608695652
04/25/2023,2917,0,2917,1232,31,0,31,36,0,36,45,0,45,0,0,0,0.03839561193006513,0.0,0.03839561193006513
04/26/2023,2619,0,2619,937,40,0,40,24,0,24,69,0,69,0,0,0,0.05078274150439099,0.0,0.05078274150439099
04/27/2023,5680,0,5680,2434,327,0,327,-1375,0,-1375,-2471,0,-2471,0,0,0,-0.6195422535211268,0.0,-0.6195422535211268
04/28/2023,4119,0,4119,1692,299,0,299,24,0,24,11,0,11,1,0,1,0.08133042000485555,0.0,0.08133042000485555
04/29/2023,3194,0,3194,1102,134,0,134,16,0,16,4,0,4,1,0,1,0.04852849092047589,0.0,0.04852849092047589
04/30/2023,2225,0,2225,855,127,0,127,1,0,1,0,0,0,0,0,0,0.05752808988764045,0.0,0.05752808988764045
05/01/2023,1848,0,1848,724,94,0,94,5,0,5,0,0,0,0,0,0,0.05357142857142857,0.0,0.05357142857142857
05/02/2023,2774,0,2774,1143,167,0,167,-7,0,-7,-15,0,-15,1,0,1,0.05263157894736842,0.0,0.05263157894736842
05/03/2023,12373,70619,82992,7975,229,43,272,49,0,49,16,0,16,1,0,1,0.02384223712923301,0.0006089012871890001,0.004072681704260651
05/04/2023,2966,65422,68388,2103,7,61,68,0,1,1,0,0,0,0,0,0,0.0023600809170600135,0.0009324080584512855,0.0009943264900274902
05/05/2023,2665,57931,60596,1566,16,34,50,25,0,25,20,0,20,0,0,0,0.022889305816135085,0.0005869051112530425,0.0015677602482012014
05/06/2023,2221,0,2221,1198,64,0,64,4,0,4,0,0,0,0,0,0,0.03061683926159388,0.0,0.03061683926159388
05/07/2023,1748,0,1748,950,91,0,91,2,0,2,0,0,0,0,0,0,0.05320366132723112,0.0,0.05320366132723112
05/08/2023,3735,0,3735,1990,131,0,131,14,0,14,0,0,0,0,0,0,0.038821954484605084,0.0,0.038821954484605084
05/09/2023,2504,0,2504,1387,89,0,89,11,0,11,0,0,0,0,0,0,0.039936102236421724,0.0,0.039936102236421724
05/10/2023,1548,0,1548,829,63,0,63,36,0,36,54,0,54,2,0,2,0.10012919896640828,0.0,0.10012919896640828
05/11/2023,970,0,970,528,14,0,14,7,0,7,0,0,0,0,0,0,0.021649484536082474,0.0,0.021649484536082474
05/12/2023,7174,0,7174,2493,154,0,154,58,0,58,96,0,96,0,0,0,0.04293281293560078,0.0,0.04293281293560078
05/13/2023,3218,0,3218,1144,102,0,102,8,0,8,0,0,0,0,0,0,0.03418272218769422,0.0,0.03418272218769422
05/14/2023,2121,0,2121,870,70,0,70,4,0,4,0,0,0,0,0,0,0.03488920320603489,0.0,0.03488920320603489
05/15/2023,5228,0,5228,1902,129,0,129,2,0,2,-1,0,-1,0,0,0,0.02486610558530987,0.0,0.02486610558530987
05/16/2023,5751,0,5751,2455,242,0,242,120,0,120,104,0,104,1,0,1,0.08120326899669622,0.0,0.08120326899669622
05/17/2023,2336,0,2336,1026,80,0,80,9,0,9,0,0,0,0,0,0,0.03809931506849315,0.0,0.03809931506849315
05/18/2023,1913,0,1913,738,51,0,51,4,0,4,0,0,0,0,0,0,0.028750653423941452,0.0,0.028750653423941452
05/19/2023,5517,0,5517,2563,60,0,60,3,0,3,0,0,0,0,0,0,0.011419249592169658,0.0,0.011419249592169658
05/20/2023,2965,0,2965,1354,90,0,90,6,0,6,0,0,0,0,0,0,0.03237774030354131,0.0,0.03237774030354131
05/21/2023,1594,0,1594,762,50,0,50,0,0,0,0,0,0,0,0,0,0.03136762860727729,0.0,0.03136762860727729
05/22/2023,4083,0,4083,1706,101,0,101,0,0,0,0,0,0,0,0,0,0.024736713201077638,0.0,0.024736713201077638
05/23/2023,4709,0,4709,1713,61,0,61,1,0,1,0,0,0,0,0,0,0.013166277341261414,0.0,0.013166277341261414
05/24/2023,7639,0,7639,2612,1229,0,1229,37,0,37,87,0,87,0,0,0,0.1771174237465637,0.0,0.1771174237465637
05/25/2023,7017,0,7017,2260,600,0,600,34,0,34,38,0,38,0,0,0,0.09576742197520308,0.0,0.09576742197520308
05/26/2023,7175,0,7175,3142,619,0,619,3,0,3,0,0,0,-1,0,-1,0.08655052264808362,0.0,0.08655052264808362
05/27/2023,3290,0,3290,1333,330,0,330,3,0,3,0,0,0,0,0,0,0.10121580547112462,0.0,0.10121580547112462
05/28/2023,2935,0,2935,1165,235,0,235,4,0,4,0,0,0,0,0,0,0.08143100511073254,0.0,0.08143100511073254
05/29/2023,3818,0,3818,1602,203,0,203,40,0,40,100,0,100,1,0,1,0.09009952854897853,0.0,0.09009952854897853
05/30/2023,4043,0,4043,1623,151,0,151,10,0,10,-13,0,-13,1,0,1,0.036853821419737816,0.0,0.036853821419737816
05/31/2023,2888,0,2888,1249,79,0,79,27,0,27,34,0,34,8,0,8,0.05124653739612189,0.0,0.05124653739612189
06/01/2023,8243,0,8243,2641,155,0,155,11,0,11,-1,0,-1,0,0,0,0.02001698410772777,0.0,0.02001698410772777
06/02/2023,5314,0,5314,1825,159,0,159,3,0,3,0,0,0,0,0,0,0.030485509973654498,0.0,0.030485509973654498
06/03/2023,3121,0,3121,1139,331,0,331,6,0,6,0,0,0,2,0,2,0.10861903236142262,0.0,0.10861903236142262
06/04/2023,3238,0,3238,1114,490,0,490,0,0,0,0,0,0,-1,0,-1,0.15101914762198887,0.0,0.15101914762198887
06/05/2023,3116,0,3116,1568,152,0,152,31,0,31,26,0,26,0,0,0,0.06707317073170732,0.0,0.06707317073170732
06/06/2023,8870,0,8870,2772,339,0,339,28,0,28,46,0,46,2,0,2,0.0467869222096956,0.0,0.0467869222096956
06/07/2023,3887,0,3887,1704,96,0,96,22,0,22,34,0,34,0,0,0,0.039104708001029075,0.0,0.039104708001029075
06/08/2023,2458,0,2458,1008,71,0,71,6,0,6,0,0,0,0,0,0,0.03132628152969894,0.0,0.03132628152969894
06/09/2023,5229,0,5229,2242,135,0,135,54,0,54,67,0,67,0,0,0,0.04895773570472366,0.0,0.04895773570472366
06/10/2023,3222,0,3222,1392,82,0,82,5,0,5,0,0,0,0,0,0,0.027001862197392923,0.0,0.027001862197392923
06/11/2023,2630,0,2630,973,86,0,86,4,0,4,-1,0,-1,0,0,0,0.03384030418250951,0.0,0.03384030418250951
06/12/2023,3598,0,3598,1561,109,0,109,37,0,37,41,0,41,0,0,0,0.051973318510283494,0.0,0.051973318510283494
06/13/2023,4580,0,4580,2084,66,0,66,26,0,26,24,0,24,1,0,1,0.02554585152838428,0.0,0.02554585152838428
06/14/2023,3584,0,3584,1200,31,0,31,15,0,15,1,0,1,2,0,2,0.013671875,0.0,0.013671875
06/15/2023,2985,0,2985,1287,45,0,45,34,0,34,17,0,17,1,0,1,0.03249581239530988,0.0,0.03249581239530988
06/16/2023,3487,0,3487,1607,60,0,60,50,0,50,60,0,60,1,0,1,0.049039288786922854,0.0,0.049039288786922854
06/17/2023,2122,0,2122,844,71,0,71,7,0,7,5,0,5,0,0,0,0.039114043355325166,0.0,0.039114043355325166
06/18/2023,1710,0,1710,723,76,0,76,8,0,8,0,0,0,0,0,0,0.04912280701754386,0.0,0.04912280701754386
06/19/2023,12189,0,12189,7035,167,0,167,35,0,35,38,0,38,1,0,1,0.019771925506604317,0.0,0.019771925506604317
